Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
6.0,M,80875.0,1.99,Chicago,Bachelor,2
91.0,M,36530.0,1.56,Chicago,Master,2
56.0,F,22845.0,1.84,New York,Phd,2
,,,1.57,,Mastre,0
67.0,M,96151.0,1.72,Los Angeles,,0
69.0,F,52340.0,1.83,New York,Bachelor,3
88.0,M,31855.0,1.9,Los Angeles,Bachelor,2
93.0,M,75274.0,1.76,New York,Master,0
95.0,F,75584.0,1.92,Chicago,Bachelor,3
95.0,M,65105.0,1.54,New York,,4
86.0,F,30634.0,1.8,Phoenix,,3
26.0,F,75723.0,1.6,New York,,1
47.0,F,21613.0,1.96,Phoenix,Phd,2
56.0,F,83551.0,1.55,Houston,Master,3
9.0,M,85633.0,1.61,Houston,Phd,2
86.0,F,65327.0,1.82,Los Angeles,Phd,1
43.0,F,51794.0,1.83,New York,Bachelor,2
80.0,F,94475.0,1.87,Phoenix,Master,5
41.0,F,26551.0,1.67,Houston,Bachelor,1
85.0,M,44758.0,1.77,Chicago,Phd,5
16.0,F,52140.0,1.62,Phoenix,Bachelor,0
93.0,F,40257.0,1.76,Los Angeles,Master,1
39.0,M,52005.0,1.99,Chicago,Bachelor,1
65.0,F,35779.0,1.64,New York,Phd,1
40.0,F,73832.0,1.54,Houston,Bachelor,0
86.0,F,27042.0,1.94,Houston,Master,5
53.0,F,43032.0,1.63,Phoenix,,3
42.0,F,30187.0,1.55,Los Angeles,Master,4
,,189587.0,1.93,,Phd,0
90.0,M,92739.0,1.54,New York,Master,5
38.0,M,99520.0,1.83,Phoenix,Master,5
71.0,M,25885.0,1.61,New York,Bachelor,4
17.0,F,46745.0,1.87,Houston,Master,5
25.0,F,47512.0,1.8,Los Angeles,Bachelor,5
54.0,F,62636.0,1.73,Chicago,Phd,5
86.0,M,60578.0,1.62,Phoenix,,0
,,176224.0,1.99,,Bachelors,0
87.0,M,67619.0,1.73,Phoenix,,3
96.0,F,83528.0,1.72,New York,Bachelor,1
23.0,F,95634.0,1.98,Chicago,Phd,4
,,187983.0,1.73,,Mastre,0
73.0,M,32703.0,1.91,Phoenix,Master,2
39.0,M,22841.0,1.64,Phoenix,Bachelor,4
52.0,F,93923.0,1.81,Chicago,Bachelor,0
,,,1.94,,Mastre,0
1.0,F,23638.0,1.83,New York,,0
39.0,M,31797.0,1.92,New York,Phd,3
37.0,M,31550.0,1.99,Houston,Bachelor,0
,,,1.88,,No Education,0
56.0,F,24070.0,1.82,Chicago,Master,5
,,191315.0,1.76,,No Education,0
78.0,M,30659.0,1.75,Houston,,2
84.0,F,69276.0,1.77,Los Angeles,,0
42.0,M,45748.0,1.81,Phoenix,,3
60.0,F,56304.0,1.71,Houston,Phd,0
57.0,M,25159.0,1.89,Los Angeles,Bachelor,1
57.0,M,50181.0,1.89,Los Angeles,Phd,4
87.0,F,40406.0,1.91,Chicago,Master,4
28.0,M,78027.0,1.72,Chicago,Bachelor,1
,,,1.76,,Mastre,0
61.0,F,77909.0,1.95,Chicago,Bachelor,3
95.0,M,53539.0,1.73,Houston,Bachelor,0
22.0,M,85032.0,1.62,New York,Phd,2
,,154794.0,1.76,,No Education,0
11.0,M,70616.0,1.65,Houston,,2
37.0,F,99185.0,1.79,Los Angeles,,0
66.0,M,84213.0,1.61,Phoenix,Master,1
85.0,M,41741.0,1.82,Houston,,3
82.0,M,63286.0,1.66,Los Angeles,Master,2
,,,1.52,,No Education,0
43.0,F,38789.0,1.9,Chicago,Phd,0
12.0,M,40887.0,1.71,Chicago,Bachelor,0
97.0,F,22631.0,1.83,Chicago,,4
31.0,M,30991.0,1.61,New York,,2
87.0,F,47964.0,1.85,Houston,Master,5
40.0,F,59872.0,1.77,Houston,Bachelor,1
29.0,F,24527.0,1.69,Chicago,Master,3
26.0,M,88703.0,1.6,Houston,Phd,1
,,,1.52,,Bachelors,0
4.0,M,57999.0,1.75,New York,Bachelor,1
6.0,M,53726.0,1.98,Los Angeles,Bachelor,0
32.0,F,69742.0,1.86,Phoenix,,3
61.0,F,81020.0,1.65,Phoenix,Master,5
79.0,M,41815.0,1.9,Chicago,Master,0
99.0,M,81551.0,1.86,Houston,Phd,4
10.0,F,89642.0,1.84,Chicago,Master,5
59.0,F,51373.0,1.5,Phoenix,Bachelor,2
54.0,M,65295.0,1.75,Los Angeles,Master,5
81.0,F,22089.0,1.54,Los Angeles,Phd,2
74.0,M,31360.0,1.73,Chicago,Bachelor,3
25.0,F,83379.0,1.51,Phoenix,,2
92.0,M,21625.0,1.76,Chicago,Bachelor,4
90.0,M,95186.0,1.72,New York,Master,4
50.0,M,87177.0,1.83,New York,Phd,4
64.0,F,59550.0,1.87,Phoenix,Phd,2
52.0,F,62310.0,1.54,Houston,,3
32.0,M,90073.0,1.75,New York,Bachelor,0
19.0,F,97051.0,1.64,Houston,,1
84.0,F,45131.0,1.96,Houston,Phd,1
89.0,F,20243.0,1.89,Houston,Phd,4
1.0,F,20903.0,1.77,Houston,Phd,1
97.0,F,95588.0,1.55,Chicago,Bachelor,5
99.0,F,64949.0,1.63,New York,Master,5
14.0,M,75167.0,1.52,New York,Bachelor,4
100.0,M,63994.0,1.74,Houston,Master,5
55.0,F,48304.0,1.94,Chicago,Phd,5
29.0,F,45327.0,1.72,Los Angeles,Phd,1
23.0,M,73696.0,1.58,New York,Phd,1
90.0,M,84812.0,1.79,Chicago,Master,3
67.0,F,30299.0,2.0,Chicago,Phd,1
60.0,M,71175.0,1.93,New York,Phd,5
7.0,F,43937.0,1.78,Los Angeles,Bachelor,3
,,189137.0,1.9,,Phd,0
,,191818.0,1.56,,Phd,0
16.0,F,96007.0,1.55,Phoenix,Bachelor,4
,,150316.0,1.79,,No Education,0
18.0,M,76784.0,1.99,Chicago,Bachelor,1
60.0,M,89265.0,1.53,Chicago,,2
86.0,F,82401.0,1.84,Chicago,Bachelor,4
68.0,M,47647.0,1.76,Phoenix,Master,0
72.0,F,33717.0,1.62,Houston,Phd,2
,,,1.73,,Phd,0
,,,1.73,,No Education,0
,,,1.61,,Bachelors,0
57.0,M,66808.0,1.93,Los Angeles,Phd,3
79.0,F,53213.0,1.95,New York,,5
,,,1.72,,Phd,0
65.0,M,99821.0,1.79,Phoenix,Phd,5
55.0,M,92376.0,1.76,New York,Phd,5
71.0,M,85808.0,1.51,New York,Phd,5
58.0,F,25815.0,1.53,Phoenix,Master,1
,,181942.0,1.5,,Bachelors,0
96.0,F,23137.0,1.93,Chicago,Phd,3
61.0,F,60033.0,1.62,Los Angeles,Master,0
58.0,M,62693.0,1.8,Houston,Phd,2
,,198058.0,1.52,,Mastre,0
97.0,F,24498.0,1.79,Phoenix,,5
32.0,F,77466.0,1.68,Houston,Bachelor,4
82.0,M,29867.0,1.82,Houston,,2
36.0,M,67048.0,1.96,Houston,Master,3
99.0,F,88219.0,1.82,Chicago,Phd,5
100.0,M,81360.0,1.5,New York,Master,4
67.0,M,93341.0,1.73,New York,,4
63.0,M,35238.0,1.75,Phoenix,,5
,,,1.93,,Bachelors,0
31.0,F,64702.0,1.82,New York,Phd,2
36.0,M,50830.0,1.86,Los Angeles,Bachelor,3
57.0,F,63921.0,1.91,Houston,,2
10.0,M,93583.0,1.54,Los Angeles,Bachelor,0
92.0,F,95305.0,1.63,Los Angeles,Master,0
37.0,F,73027.0,1.61,Houston,Master,4
31.0,M,48195.0,1.96,Phoenix,Master,5
35.0,M,43504.0,1.92,Phoenix,Bachelor,0
43.0,F,87264.0,1.78,Los Angeles,Bachelor,3
41.0,M,71940.0,1.52,New York,,2
,,162336.0,1.82,,Mastre,0
11.0,M,81739.0,1.61,Chicago,Bachelor,1
18.0,F,96706.0,1.56,New York,Master,1
20.0,F,87306.0,1.96,New York,,1
30.0,F,23439.0,1.99,Los Angeles,,0
50.0,M,77483.0,1.56,New York,,3
89.0,F,36433.0,1.53,New York,Bachelor,1
20.0,F,53252.0,1.92,Chicago,Master,4
91.0,F,33166.0,1.91,Phoenix,Master,4
,,188488.0,1.64,,Bachelors,0
9.0,M,80795.0,1.53,Phoenix,Phd,1
54.0,F,88457.0,1.96,New York,Master,3
53.0,M,57411.0,1.64,New York,Bachelor,5
43.0,F,36659.0,1.86,Chicago,Master,1
70.0,M,61199.0,1.67,Los Angeles,Master,4
,,,1.88,,Phd,0
54.0,M,56858.0,1.95,New York,Bachelor,3
8.0,F,99543.0,1.93,Phoenix,Master,5
27.0,M,77499.0,1.56,Chicago,Bachelor,5
,,196583.0,1.97,,Bachelors,0
50.0,F,90559.0,1.71,Houston,Bachelor,5
99.0,F,96329.0,1.81,Chicago,Bachelor,0
,,,1.99,,Bachelors,0
,,,1.87,,Bachelors,0
3.0,F,41815.0,1.59,Phoenix,,1
98.0,F,65364.0,1.78,Houston,Master,1
,,,1.59,,Phd,0
49.0,M,88333.0,1.51,Los Angeles,Phd,2
62.0,M,92695.0,1.95,New York,,3
1.0,M,67664.0,1.75,Chicago,Phd,1
46.0,M,93899.0,1.82,Chicago,Phd,5
39.0,M,35055.0,1.85,Chicago,Phd,0
97.0,F,66957.0,1.62,Los Angeles,Phd,0
50.0,F,92843.0,1.81,New York,Bachelor,5
54.0,F,20802.0,1.67,New York,Phd,0
69.0,F,30884.0,1.5,Chicago,Master,0
96.0,F,33982.0,1.99,Phoenix,,2
95.0,M,69487.0,1.93,Houston,Master,0
70.0,M,40478.0,1.94,Chicago,Master,5
78.0,F,35014.0,1.81,Los Angeles,,3
,,,1.84,,No Education,0
63.0,F,78329.0,1.57,New York,Master,4
29.0,F,88708.0,1.84,Houston,,5
35.0,M,90280.0,1.58,Los Angeles,Phd,3
56.0,M,92111.0,1.89,New York,Master,1
63.0,F,33363.0,1.79,Los Angeles,Master,1
4.0,M,77731.0,1.61,Los Angeles,Bachelor,2
50.0,F,64065.0,1.8,Phoenix,Master,2
,,169521.0,1.96,,Phd,0
86.0,F,37409.0,1.84,Chicago,Bachelor,4
,,196614.0,1.93,,Mastre,0
52.0,M,63659.0,1.81,Houston,Master,4
93.0,M,85323.0,1.83,Houston,,4
22.0,F,43535.0,1.86,Phoenix,Bachelor,5
60.0,M,84448.0,1.67,Phoenix,Phd,4
,,157098.0,1.54,,No Education,0
,,171125.0,1.92,,No Education,0
69.0,M,83963.0,1.9,Los Angeles,,2
,,168408.0,1.83,,Mastre,0
51.0,F,33222.0,1.87,Los Angeles,,2
76.0,M,73106.0,1.72,New York,,3
73.0,M,93687.0,1.95,Houston,Bachelor,0
85.0,M,30931.0,1.54,Chicago,,0
4.0,M,93825.0,1.82,New York,Bachelor,5
11.0,M,96588.0,1.83,Los Angeles,,4
,,170531.0,1.91,,Bachelors,0
55.0,M,87692.0,1.54,Los Angeles,Bachelor,0
18.0,M,24912.0,1.71,New York,Bachelor,4
,,,1.96,,Bachelors,0
24.0,M,76180.0,1.7,Houston,,1
,,,1.83,,Mastre,0
34.0,M,61318.0,1.76,Houston,Master,2
49.0,M,42302.0,1.94,Phoenix,Phd,4
42.0,F,58281.0,1.85,Houston,Master,0
28.0,M,59467.0,1.58,Los Angeles,Master,5
,,,1.58,,Mastre,0
42.0,F,35760.0,1.51,Phoenix,Master,0
44.0,F,59714.0,1.8,Los Angeles,Master,3
98.0,M,65961.0,1.69,Los Angeles,,3
49.0,F,43745.0,1.81,Chicago,Phd,0
36.0,F,24303.0,1.88,Chicago,Master,2
97.0,F,38317.0,1.67,Houston,,2
54.0,M,75018.0,1.5,Los Angeles,Master,5
33.0,M,75444.0,1.58,Phoenix,Bachelor,0
11.0,F,32865.0,1.84,Chicago,Bachelor,5
61.0,M,78318.0,1.59,Houston,Phd,4
,,,1.75,,No Education,0
,,,1.95,,Bachelors,0
70.0,M,66660.0,1.64,Chicago,Bachelor,0
7.0,F,42902.0,1.67,Houston,Master,4
45.0,F,86970.0,1.81,Los Angeles,Master,3
29.0,M,38888.0,1.56,Los Angeles,,0
84.0,F,38469.0,1.76,Houston,Master,0
9.0,M,48552.0,1.85,Phoenix,Bachelor,1
100.0,M,43444.0,1.78,Phoenix,Bachelor,2
84.0,M,91973.0,1.92,New York,Master,5
6.0,F,46997.0,1.66,Los Angeles,,5
,,,1.74,,Phd,0
4.0,M,29078.0,1.89,Houston,Bachelor,3
32.0,M,48666.0,1.62,Chicago,,0
,,,1.52,,Mastre,0
3.0,F,21764.0,1.89,Houston,Phd,4
80.0,M,52545.0,1.56,Houston,Bachelor,1
20.0,F,23131.0,1.74,Chicago,,1
,,,1.9,,No Education,0
17.0,F,95795.0,1.99,New York,,2
61.0,M,31109.0,1.52,Phoenix,Master,0
86.0,M,89477.0,1.86,Los Angeles,Bachelor,0
15.0,M,57281.0,1.62,Phoenix,Phd,3
73.0,F,62488.0,1.59,Phoenix,Master,5
28.0,F,57504.0,1.72,New York,,4
60.0,M,53361.0,1.53,Phoenix,Master,4
90.0,F,86445.0,1.75,Chicago,Bachelor,5
33.0,M,59122.0,1.54,Houston,Phd,1
99.0,M,37806.0,1.8,Phoenix,Phd,0
,,,1.7,,Phd,0
22.0,M,66925.0,1.88,New York,,2
78.0,M,45829.0,1.65,Phoenix,,1
78.0,F,88856.0,1.57,New York,Bachelor,3
96.0,F,32375.0,1.65,New York,,1
92.0,M,20534.0,1.91,Chicago,Phd,2
15.0,M,33443.0,1.92,Los Angeles,Bachelor,1
,,,1.55,,Bachelors,0
21.0,M,73525.0,1.56,Houston,Bachelor,2
40.0,F,67197.0,1.56,Phoenix,Phd,2
14.0,M,98974.0,1.92,Houston,,0
75.0,F,99206.0,1.86,New York,Bachelor,4
4.0,M,83767.0,1.75,Phoenix,Phd,5
40.0,F,58090.0,1.6,New York,Master,4
74.0,M,36391.0,1.86,Houston,,2
87.0,F,40188.0,1.71,New York,,0
49.0,F,52646.0,1.58,New York,,0
51.0,M,95529.0,1.84,Phoenix,Phd,5
92.0,F,95845.0,1.57,Los Angeles,Phd,5
26.0,F,45241.0,1.51,Phoenix,,4
10.0,F,48275.0,1.97,Chicago,Phd,1
76.0,F,44117.0,1.63,Phoenix,Bachelor,3
89.0,F,49258.0,1.63,Houston,Master,0
81.0,F,70293.0,1.6,Chicago,Phd,4
32.0,F,24422.0,1.86,New York,Phd,2
14.0,M,48943.0,1.86,Phoenix,Phd,4
90.0,M,36841.0,1.68,Houston,Bachelor,3
99.0,F,56357.0,1.79,New York,Phd,4
39.0,M,89904.0,1.99,New York,,2
,,199399.0,1.68,,Phd,0
77.0,M,72682.0,1.63,Houston,Master,3
,,,1.76,,Phd,0
73.0,M,37156.0,1.75,Chicago,Phd,4
6.0,F,69834.0,1.65,Los Angeles,Master,2
45.0,F,83655.0,1.57,Phoenix,Bachelor,3
69.0,F,28092.0,1.99,New York,Bachelor,4
55.0,M,52744.0,1.64,Los Angeles,,4
85.0,F,48852.0,1.86,Chicago,Bachelor,1
48.0,F,26268.0,1.9,New York,Bachelor,5
9.0,M,92690.0,1.93,Chicago,Phd,1
,,166207.0,1.87,,Bachelors,0
83.0,M,90103.0,1.81,Chicago,,5
44.0,M,22801.0,1.91,Houston,Master,2
2.0,F,97706.0,1.74,Chicago,Master,5
54.0,M,28540.0,1.61,Los Angeles,Master,0
63.0,M,78172.0,1.87,Houston,Master,1
14.0,F,56027.0,1.96,Phoenix,Master,0
56.0,F,95366.0,1.6,Houston,,5
47.0,F,88586.0,1.98,New York,Bachelor,5
82.0,F,77402.0,1.76,New York,Master,2
59.0,M,67513.0,1.83,Phoenix,Master,2
91.0,M,47394.0,1.86,Houston,Bachelor,1
20.0,F,74963.0,1.85,Los Angeles,Phd,4
56.0,F,94715.0,1.94,Phoenix,Master,4
23.0,M,94190.0,1.87,Houston,Master,5
94.0,M,84348.0,1.56,Los Angeles,Master,4
67.0,F,69046.0,1.51,Phoenix,Master,0
84.0,F,57508.0,1.98,Chicago,Phd,1
35.0,M,65028.0,1.86,Phoenix,,5
79.0,M,53591.0,1.93,Chicago,Bachelor,3
,,,1.79,,Mastre,0
100.0,M,34458.0,1.52,New York,Bachelor,5
62.0,M,57431.0,1.97,Los Angeles,Master,1
60.0,F,47714.0,1.94,Chicago,,4
56.0,F,66719.0,1.71,Houston,Bachelor,1
94.0,M,28743.0,1.67,Houston,,4
,,194875.0,1.74,,Bachelors,0
,,178664.0,1.76,,Phd,0
42.0,M,22409.0,1.61,Houston,Master,0
,,,1.91,,Mastre,0
12.0,F,87572.0,1.78,Chicago,Phd,0
36.0,M,23329.0,1.89,Phoenix,,0
58.0,F,58414.0,1.61,Los Angeles,Bachelor,2
32.0,F,28569.0,1.79,New York,Phd,0
97.0,F,70888.0,1.64,Houston,Bachelor,0
60.0,M,83647.0,1.95,Los Angeles,Bachelor,5
73.0,M,53379.0,1.74,New York,Master,0
79.0,M,65411.0,1.55,Houston,Master,3
86.0,M,75010.0,1.71,Houston,Phd,3
49.0,M,26393.0,1.83,New York,Phd,1
44.0,F,81517.0,1.52,Los Angeles,Master,0
4.0,M,37090.0,1.67,Houston,Bachelor,5
64.0,M,86607.0,1.63,New York,Master,4
42.0,F,28529.0,1.54,Los Angeles,Master,2
,,,1.56,,No Education,0
63.0,M,27825.0,1.84,Los Angeles,Bachelor,3
28.0,F,40157.0,1.96,Houston,Bachelor,4
46.0,F,43203.0,1.78,Los Angeles,Master,1
34.0,F,95284.0,1.67,Houston,Phd,5
44.0,F,67311.0,1.65,Phoenix,Bachelor,4
36.0,M,85621.0,1.67,New York,Bachelor,3
77.0,M,59048.0,1.84,Chicago,Phd,4
90.0,M,69145.0,1.57,New York,,0
,,165498.0,1.87,,Bachelors,0
72.0,M,22199.0,1.75,Houston,Bachelor,4
2.0,M,74448.0,1.92,Chicago,Phd,0
67.0,M,63795.0,1.7,Los Angeles,Master,2
,,187485.0,1.56,,Bachelors,0
11.0,M,97347.0,1.56,Los Angeles,,4
31.0,F,20262.0,1.76,Los Angeles,,1
93.0,M,58514.0,1.62,Los Angeles,,0
53.0,F,68673.0,1.58,Phoenix,Phd,4
63.0,F,82788.0,1.97,Los Angeles,,5
,,191279.0,1.87,,Phd,0
98.0,F,74869.0,1.73,Phoenix,Master,5
31.0,M,97398.0,1.59,Houston,Bachelor,2
89.0,F,40785.0,1.83,Phoenix,Phd,3
61.0,M,31040.0,1.51,Chicago,,2
83.0,F,86024.0,1.53,Houston,,4
92.0,F,49733.0,1.92,Houston,Bachelor,0
63.0,M,37680.0,1.67,Houston,Master,5
58.0,F,47269.0,1.64,Houston,,2
3.0,M,54059.0,1.63,Phoenix,Bachelor,4
12.0,F,81234.0,1.52,Los Angeles,Phd,0
38.0,F,25290.0,1.51,New York,Phd,2
29.0,F,24454.0,1.57,Chicago,Master,2
52.0,F,32891.0,1.76,Houston,,2
89.0,M,71119.0,1.95,Chicago,Phd,0
32.0,F,60334.0,1.62,Phoenix,,1
40.0,M,55682.0,1.71,Phoenix,Bachelor,4
85.0,M,39693.0,1.84,New York,Master,3
75.0,F,63153.0,1.77,New York,Phd,0
48.0,M,99936.0,1.56,New York,Master,1
61.0,F,46061.0,1.65,Chicago,Phd,1
71.0,M,65405.0,1.87,Los Angeles,Phd,1
68.0,F,59809.0,1.54,New York,Bachelor,1
45.0,M,59224.0,1.91,Chicago,Master,2
55.0,F,87022.0,1.9,Houston,Phd,4
,,171445.0,1.9,,Bachelors,0
71.0,F,49668.0,1.55,New York,Phd,5
43.0,M,29697.0,1.74,Chicago,,5
46.0,M,53541.0,1.76,Chicago,,4
90.0,M,84947.0,1.56,Los Angeles,Bachelor,2
59.0,M,60079.0,1.58,Phoenix,Bachelor,3
,,,1.62,,Phd,0
40.0,F,36979.0,1.98,New York,Phd,0
33.0,M,47984.0,1.83,Chicago,,3
30.0,F,22377.0,1.58,Phoenix,,2
16.0,F,29169.0,1.67,Phoenix,,2
93.0,F,55116.0,1.99,Phoenix,Phd,0
,,,2.0,,Bachelors,0
41.0,M,72632.0,1.68,Los Angeles,Master,0
16.0,M,63086.0,1.93,Los Angeles,Phd,3
96.0,M,20075.0,1.56,Houston,,4
,,,1.64,,Bachelors,0
98.0,M,79265.0,1.6,Los Angeles,Phd,1
89.0,F,32876.0,1.55,Chicago,Master,2
24.0,F,49968.0,1.94,Los Angeles,Master,2
25.0,F,62519.0,1.85,New York,Master,3
28.0,F,30784.0,1.64,Los Angeles,Master,2
95.0,M,23265.0,1.68,New York,Bachelor,2
62.0,M,94172.0,1.87,Phoenix,,2
36.0,F,72017.0,1.88,Chicago,Bachelor,3
93.0,M,34462.0,1.75,Chicago,,0
76.0,F,88522.0,1.57,Los Angeles,Master,1
98.0,M,97906.0,1.78,Los Angeles,,5
68.0,F,80692.0,1.57,Chicago,,3
77.0,M,21475.0,1.65,Houston,Phd,1
37.0,M,34715.0,1.87,Phoenix,Phd,1
13.0,F,53994.0,1.69,Chicago,Phd,3
25.0,M,28478.0,1.86,Chicago,Phd,0
38.0,F,43708.0,1.68,Phoenix,,5
30.0,M,94547.0,1.55,Phoenix,Bachelor,4
47.0,M,85538.0,1.89,Los Angeles,,4
23.0,F,20799.0,1.91,Chicago,Master,0
,,185102.0,1.84,,Mastre,0
2.0,F,42309.0,1.77,Chicago,,0
91.0,M,70617.0,1.66,Phoenix,Phd,2
69.0,M,83592.0,1.63,Houston,Master,4
17.0,F,24769.0,1.77,Los Angeles,Phd,1
36.0,M,66507.0,1.82,Phoenix,Phd,5
6.0,F,22182.0,1.75,Los Angeles,Bachelor,2
7.0,M,75306.0,1.74,Phoenix,Master,2
71.0,F,86259.0,1.6,Houston,Master,4
38.0,M,91941.0,1.95,Houston,,0
90.0,F,51530.0,1.55,Chicago,Phd,4
17.0,M,65051.0,1.52,New York,Phd,4
82.0,M,69534.0,1.97,Chicago,Phd,2
97.0,M,62684.0,1.68,Chicago,Master,4
63.0,F,57909.0,1.62,Los Angeles,Phd,3
14.0,M,78533.0,1.74,Houston,,3
2.0,F,41855.0,1.68,New York,Master,0
74.0,M,94387.0,1.85,Houston,Bachelor,4
37.0,M,37060.0,1.89,Houston,,4
61.0,F,68866.0,1.82,Los Angeles,Phd,5
62.0,M,84715.0,1.86,Phoenix,Bachelor,2
57.0,F,97485.0,1.62,Los Angeles,Master,4
,,,1.62,,Bachelors,0
,,,1.67,,Phd,0
7.0,M,33309.0,1.58,New York,Bachelor,4
33.0,F,59149.0,1.95,Chicago,,4
62.0,F,55495.0,1.62,Chicago,,3
15.0,M,76840.0,1.66,New York,Master,3
9.0,F,47426.0,1.72,Phoenix,,5
52.0,F,50366.0,1.56,Los Angeles,Bachelor,1
63.0,M,27472.0,1.5,Los Angeles,Master,1
10.0,M,94168.0,1.57,Los Angeles,Phd,0
74.0,M,89227.0,1.99,Phoenix,Phd,5
81.0,M,77788.0,1.95,Houston,Bachelor,0
88.0,F,28542.0,1.57,New York,Phd,4
7.0,F,78507.0,1.59,Houston,Phd,2
20.0,F,50913.0,1.54,Phoenix,Bachelor,0
20.0,M,70091.0,1.88,New York,,4
73.0,F,62204.0,1.54,Phoenix,,5
39.0,F,76096.0,1.91,New York,,1
11.0,F,95315.0,1.63,Phoenix,Phd,4
32.0,M,98599.0,1.67,Phoenix,Bachelor,1
,,198695.0,1.95,,Bachelors,0
72.0,F,86344.0,1.76,Chicago,Bachelor,4
,,,1.53,,Bachelors,0
54.0,F,72455.0,1.93,Phoenix,Phd,4
78.0,F,41215.0,1.77,Houston,,1
77.0,M,73032.0,1.86,Houston,Phd,0
,,193609.0,1.8,,Phd,0
29.0,F,43702.0,1.94,New York,Master,1
100.0,M,85300.0,1.66,Phoenix,Master,3
67.0,M,20894.0,1.64,Chicago,Master,1
49.0,F,97201.0,1.75,Los Angeles,Bachelor,2
58.0,M,25179.0,1.92,Houston,Bachelor,5
57.0,M,93648.0,1.77,Houston,Master,5
39.0,M,71359.0,1.51,New York,Phd,2
76.0,F,48167.0,1.79,Los Angeles,Master,0
55.0,F,44127.0,1.72,Chicago,Bachelor,0
,,,1.8,,Bachelors,0
73.0,F,83527.0,1.81,Phoenix,Phd,5
80.0,F,84641.0,1.93,Phoenix,Master,4
8.0,M,29608.0,1.93,New York,Master,4
79.0,F,86663.0,1.77,Los Angeles,Phd,5
95.0,F,27452.0,1.89,Phoenix,Phd,0
13.0,M,60079.0,1.59,New York,,4
98.0,M,29581.0,1.61,New York,,1
27.0,M,94355.0,1.83,Houston,Bachelor,5
81.0,M,50963.0,1.7,New York,Master,5
,,199463.0,1.91,,No Education,0
34.0,F,75640.0,1.5,New York,,4
85.0,F,72347.0,1.74,Chicago,Bachelor,1
11.0,F,25506.0,1.86,Phoenix,Bachelor,0
21.0,M,70487.0,1.67,New York,Master,1
31.0,M,44908.0,1.7,Phoenix,Master,3
23.0,M,79293.0,1.66,New York,Bachelor,0
71.0,M,96735.0,1.77,New York,Bachelor,5
10.0,F,25562.0,1.53,Phoenix,Bachelor,3
21.0,M,59895.0,1.51,New York,Master,5
1.0,M,99125.0,1.95,Houston,Master,4
53.0,F,71319.0,1.91,Los Angeles,Bachelor,1
58.0,M,30749.0,1.97,Chicago,Master,2
89.0,M,59636.0,1.74,Houston,Master,3
,,,1.62,,Mastre,0
61.0,F,21768.0,1.58,Houston,Bachelor,1
38.0,M,24829.0,1.77,Houston,,2
5.0,F,57508.0,1.69,Phoenix,,5
30.0,M,26441.0,1.72,Houston,Master,5
37.0,F,99803.0,1.98,Los Angeles,Phd,0
91.0,F,57826.0,1.6,Los Angeles,Bachelor,4
37.0,M,29911.0,1.62,Los Angeles,,3
90.0,M,58015.0,1.79,Chicago,Bachelor,4
59.0,M,96623.0,1.79,Chicago,Bachelor,4
10.0,F,45828.0,1.95,Chicago,Phd,0
88.0,F,92217.0,1.78,Phoenix,Master,1
30.0,M,21361.0,1.83,Los Angeles,Phd,5
,,,1.54,,Bachelors,0
81.0,F,84702.0,1.76,Houston,Phd,3
76.0,M,47099.0,1.71,Houston,Phd,3
,,177119.0,1.71,,Phd,0
26.0,M,56789.0,1.94,Los Angeles,Master,1
55.0,M,67755.0,1.71,Phoenix,Master,0
15.0,M,28837.0,1.63,Chicago,Bachelor,5
70.0,F,86113.0,1.59,Phoenix,Master,5
29.0,F,80682.0,1.51,Los Angeles,Phd,5
83.0,F,51115.0,1.76,Phoenix,Phd,2
20.0,M,85508.0,1.9,Phoenix,Master,0
35.0,M,70782.0,1.71,Los Angeles,,3
19.0,M,45306.0,1.62,Chicago,,4
10.0,M,33234.0,1.67,Phoenix,Bachelor,5
8.0,F,67486.0,1.65,New York,Bachelor,2
,,155829.0,2.0,,Mastre,0
40.0,F,83272.0,1.53,Los Angeles,Phd,2
,,172115.0,1.84,,Mastre,0
,,160109.0,1.61,,Phd,0
73.0,M,89275.0,1.69,Houston,,1
37.0,M,41637.0,1.58,New York,Master,3
57.0,M,41053.0,1.53,New York,Master,4
16.0,M,39820.0,1.73,Phoenix,,2
60.0,M,53893.0,1.77,Houston,,4
89.0,M,20277.0,1.75,Houston,Master,5
39.0,M,35386.0,1.82,Chicago,,4
90.0,F,56530.0,1.78,New York,Phd,2
52.0,F,75131.0,1.73,New York,,4
35.0,F,53760.0,1.87,Phoenix,,1
65.0,M,28087.0,1.63,Los Angeles,Phd,3
70.0,F,36456.0,1.82,Phoenix,Bachelor,3
64.0,F,57919.0,1.5,Phoenix,,5
57.0,M,91379.0,1.78,Phoenix,Master,0
,,169955.0,1.7,,No Education,0
77.0,F,85422.0,1.97,New York,Bachelor,4
6.0,M,22159.0,1.51,Houston,Master,0
56.0,M,83351.0,1.6,Los Angeles,Bachelor,2
95.0,M,89143.0,1.98,Houston,Master,0
42.0,F,95605.0,1.74,Houston,Bachelor,3
78.0,F,94335.0,1.77,Houston,,3
,,160204.0,1.75,,Bachelors,0
4.0,F,44163.0,1.71,Houston,Master,2
12.0,M,21166.0,1.91,Los Angeles,Bachelor,1
